A	B	jindex
SM-3MGPW	SM-3MG4F	0.547787712552
SM-3MGPW	SM-3MG4G	0.550713559173
SM-3MGPW	SM-3MG4H	0.535539748978
SM-3MGPW	SM-3MG4J	0.543157647033
SM-3MGPW	SM-3MG4K	0.546166780048
SM-3MGPW	SM-3MG4L	0.555504655318
SM-3MGPW	SM-3MG4M	0.545007431422
SM-3MGPW	SM-3MG4N	0.547297128452
SM-3MGPW	SM-3MG4O	0.549971830043
SM-3MGPW	SM-3MG4P	0.551724540307
SM-3MGPW	SM-3MG4Q	0.546943727138
SM-3MGPW	SM-3MG4R	0.560517402735
SM-3MGPW	SM-3MG4S	0.555007239364
SM-3MGPW	SM-3MG4T	0.555930374505
SM-3MGPW	SM-3MG4U	0.553962771331
SM-3MGPW	SM-3MG4V	0.548830527289
SM-3MGPW	SM-3MG4W	0.545589827337
SM-3MGPW	SM-3MG4X	0.55345241425
SM-3MGPW	SM-3MG4Y	0.551830000748
SM-3MGPW	SM-3MG51	0.550392195425
SM-3MGPW	SM-3MG52	0.550867212338
SM-3MGPW	SM-3MG53	0.559480868947
SM-3MGPW	SM-3MG54	0.557104531189
SM-3MGPW	SM-3MG55	0.557234926708
SM-3MGPW	SM-3MG56	0.559427990248
SM-3MGPW	SM-3MG57	0.562352673964
SM-3MGPW	SM-3MG58	0.563663651353
SM-3MGPW	SM-3MG59	0.560858260649
SM-3MGPW	SM-3MG5A	0.562978757473
SM-3MGPW	SM-3MG5B	0.558420405987
SM-3MGPW	SM-3MG5C	0.552049868326
SM-3MGPW	SM-3MG5D	0.561637781356
SM-3MGPW	SM-3MG5E	0.538796997711
SM-3MGPW	SM-3MG5F	0.55512636362
SM-3MGPW	SM-3MG5G	0.560483941285
SM-3MGPW	SM-3MG5H	0.560531774351
SM-3MGPW	SM-3MG5J	0.559234224032
SM-3MGPW	SM-3MG5L	0.557562401235
SM-3MGPW	SM-3MG5M	0.551230864157
SM-3MGPW	SM-3MG5N	0.552903702211
SM-3MGPW	SM-3MG5O	0.552290244166
SM-3MGPW	SM-3MG5P	0.555016499202
SM-3MGPW	SM-3MG5Q	0.560729395423
SM-3MGPW	SM-3MG5R	0.564181204678
SM-3MGPW	SM-3MG5S	0.549861267871
SM-3MGPW	SM-3MG5T	0.558931546769
SM-3MGPW	SM-3MG5U	0.544654934395
SM-3MGPW	SM-3MG5V	0.555682999382
SM-3MGPW	SM-3MG5W	0.54115961521
SM-3MGPW	SM-3MG5Y	0.560365637529
SM-3MGPW	SM-3MG5Z	0.544313687863
SM-3MGPW	SM-3MGPL	0.547907117221
SM-3MGPW	SM-3MGPN	0.528175864651
SM-3MGPW	SM-3MGPO	0.533126260102
SM-3MGPX	SM-3MG3L	0.549595131945
SM-3MGPX	SM-3MG3M	0.553797910198
SM-3MGPX	SM-3MG3N	0.553255205547
SM-3MGPX	SM-3MG3O	0.552497415255
SM-3MGPX	SM-3MG3P	0.546111711407
SM-3MGPX	SM-3MG3R	0.550191064883
SM-3MGPX	SM-3MG3U	0.54458273557
SM-3MGPX	SM-3MG3V	0.543283380418
SM-3MGPX	SM-3MG3Y	0.535611438219
SM-3MGPX	SM-3MG3Z	0.54902838708
SM-3MGPX	SM-3MG45	0.552367400796
SM-3MGPX	SM-3MG46	0.554262181557
SM-3MGPX	SM-3MG47	0.550869208739
SM-3MGPX	SM-3MG48	0.553953394098
SM-3MGPX	SM-3MG49	0.531130755107
SM-3MGPX	SM-3MG4A	0.546281720524
SM-3MGPX	SM-3MG4B	0.544646508738
SM-3MGPX	SM-3MG4C	0.482869776386
SM-3MGPX	SM-3MG4D	0.550228792175
SM-3MGPX	SM-3MG4E	0.543930192649
SM-3MGPX	SM-3MG4F	0.544662134868
SM-3MGPX	SM-3MG4G	0.551847783687
SM-3MGPX	SM-3MG4H	0.53443562185
SM-3MGPX	SM-3MG4J	0.541525008823
SM-3MGPX	SM-3MG4K	0.547831899767
SM-3MGPX	SM-3MG4L	0.553446942165
SM-3MGPX	SM-3MG4M	0.548204666979
SM-3MGPX	SM-3MG4N	0.552008796447
SM-3MGPX	SM-3MG4O	0.548944676853
SM-3MGPX	SM-3MG4P	0.549599598633
SM-3MGPX	SM-3MG4Q	0.55157154983
SM-3MGPX	SM-3MG4R	0.561603829989
SM-3MGPX	SM-3MG4S	0.550343458111
SM-3MGPX	SM-3MG4T	0.552502358242
SM-3MGPX	SM-3MG4U	0.552652447439
SM-3MGPX	SM-3MG4V	0.545364645682
SM-3MGPX	SM-3MG4W	0.545848965724
SM-3MGPX	SM-3MG4X	0.548363681386
SM-3MGPX	SM-3MG4Y	0.551670436108
SM-3MGPX	SM-3MG51	0.548339773857
SM-3MGPX	SM-3MG52	0.547595971227
SM-3MGPX	SM-3MG53	0.55638873737
SM-3MGPX	SM-3MG54	0.558049160266
SM-3MGPX	SM-3MG55	0.549193227642
SM-3MGPX	SM-3MG56	0.551601064908
SM-3MGPX	SM-3MG57	0.55675231685
SM-3MGPX	SM-3MG58	0.557776008797
SM-3MGPX	SM-3MG59	0.553156565779
SM-3MGPX	SM-3MG5A	0.558896277877
SM-3MGPX	SM-3MG5B	0.556501206392
SM-3MGPX	SM-3MG5C	0.551976723117
SM-3MGPX	SM-3MG5D	0.556693380716
SM-3MGPX	SM-3MG5E	0.538972108001
SM-3MGPX	SM-3MG5F	0.552297586728
SM-3MGPX	SM-3MG5G	0.55791053542
SM-3MGPX	SM-3MG5H	0.558274061839
SM-3MGPX	SM-3MG5J	0.55466066053
SM-3MGPX	SM-3MG5L	0.555261178349
SM-3MGPX	SM-3MG5M	0.54906913464
SM-3MGPX	SM-3MG5N	0.551377208666
SM-3MGPX	SM-3MG5O	0.551457215481
SM-3MGPX	SM-3MG5P	0.552172129592
SM-3MGPX	SM-3MG5Q	0.55752909155
SM-3MGPX	SM-3MG5R	0.558582517616
SM-3MGPX	SM-3MG5S	0.54462797817
SM-3MGPX	SM-3MG5T	0.555112994509
SM-3MGPX	SM-3MG5U	0.544199876658
SM-3MGPX	SM-3MG5V	0.550356343944
SM-3MGPX	SM-3MG5W	0.537993057792
SM-3MGPX	SM-3MG5Y	0.559219626701
SM-3MGPX	SM-3MG5Z	0.544958560941
SM-3MGPX	SM-3MGPL	0.546561477821
SM-3MGPX	SM-3MGPN	0.527084158444
SM-3MGPX	SM-3MGPO	0.537521244766
SM-3MGPX	SM-3MGPP	0.543079079246
SM-3MGPX	SM-3MGPQ	0.55309217164
SM-3MGPX	SM-3MGPR	0.55055465844
SM-3MGPX	SM-3MGPS	0.552910484747
SM-3MGPX	SM-3MGPU	0.550470802688
SM-3MGPX	SM-3MGPW	0.55679549069
SM-3MGPX	SM-3MGPY	0.536679021026
SM-3MGPX	SM-3MGPZ	0.564126553242
SM-3MGPY	SM-3MG3L	0.537463833595
SM-3MGPY	SM-3MG3M	0.535443542415
SM-3MGPY	SM-3MG3N	0.541519723125
SM-3MGPY	SM-3MG3O	0.539519376814
SM-3MGPY	SM-3MG3P	0.53174539408
SM-3MGPY	SM-3MG3R	0.539592500309
SM-3MGPY	SM-3MG3U	0.532488902762
SM-3MGPY	SM-3MG3V	0.52888389723
SM-3MGPY	SM-3MG3Y	0.52362064199
SM-3MGPY	SM-3MG3Z	0.536004932688
SM-3MGPY	SM-3MG45	0.53842822131
SM-3MGPY	SM-3MG46	0.541494045985
SM-3MGPY	SM-3MG47	0.533235305198
SM-3MGPY	SM-3MG48	0.537274183765
SM-3MGPY	SM-3MG49	0.518919848682
SM-3MGPY	SM-3MG4A	0.533805036134
SM-3MGPY	SM-3MG4B	0.532515664336
SM-3MGPY	SM-3MG4C	0.482403796096
SM-3MGPY	SM-3MG4D	0.538062836347
SM-3MGPY	SM-3MG4E	0.53228660646
SM-3MGPY	SM-3MG4F	0.534645423412
SM-3MGPY	SM-3MG4G	0.535340535337
SM-3MGPY	SM-3MG4H	0.52215432047
SM-3MGPY	SM-3MG4J	0.528343453273
SM-3MGPY	SM-3MG4K	0.531678615606
SM-3MGPY	SM-3MG4L	0.539911785117
SM-3MGPY	SM-3MG4M	0.53300557169
SM-3MGPY	SM-3MG4N	0.532890371565
SM-3MGPY	SM-3MG4O	0.533849237627
SM-3MGPY	SM-3MG4P	0.531631139096
SM-3MGPY	SM-3MG4Q	0.534259537666
SM-3MGPY	SM-3MG4R	0.545187731193
SM-3MGPY	SM-3MG4S	0.538479614417
SM-3MGPY	SM-3MG4T	0.538738121175
SM-3MGPY	SM-3MG4U	0.534610309239
SM-3MGPY	SM-3MG4V	0.531794466998
SM-3MGPY	SM-3MG4W	0.529955213271
SM-3MGPY	SM-3MG4X	0.534893142794
SM-3MGPY	SM-3MG4Y	0.538574133357
SM-3MGPY	SM-3MG51	0.534806157993
SM-3MGPY	SM-3MG52	0.534007621488
SM-3MGPY	SM-3MG53	0.542733324926
SM-3MGPY	SM-3MG54	0.538420292676
SM-3MGPY	SM-3MG55	0.539357878996
SM-3MGPY	SM-3MG56	0.541881981206
SM-3MGPY	SM-3MG57	0.541906609922
SM-3MGPY	SM-3MG58	0.545297886004
SM-3MGPY	SM-3MG59	0.541932009254
SM-3MGPY	SM-3MG5A	0.544417278888
SM-3MGPY	SM-3MG5B	0.543141109918
SM-3MGPY	SM-3MG5C	0.539543303674
SM-3MGPY	SM-3MG5D	0.543183531877
SM-3MGPY	SM-3MG5E	0.528172769976
SM-3MGPY	SM-3MG5F	0.54275715326
SM-3MGPY	SM-3MG5G	0.546075664119
SM-3MGPY	SM-3MG5H	0.541604398297
SM-3MGPY	SM-3MG5J	0.537966752345
SM-3MGPY	SM-3MG5L	0.543718463088
SM-3MGPY	SM-3MG5M	0.539471858803
SM-3MGPY	SM-3MG5N	0.540790688473
SM-3MGPY	SM-3MG5O	0.536381751664
SM-3MGPY	SM-3MG5P	0.537237886739
SM-3MGPY	SM-3MG5Q	0.542751090159
SM-3MGPY	SM-3MG5R	0.543975366512
SM-3MGPY	SM-3MG5S	0.534749041098
SM-3MGPY	SM-3MG5T	0.538177326044
SM-3MGPY	SM-3MG5U	0.535533290822
SM-3MGPY	SM-3MG5V	0.540304917606
SM-3MGPY	SM-3MG5W	0.529548500814
SM-3MGPY	SM-3MG5Y	0.539700606181
SM-3MGPY	SM-3MG5Z	0.530607134952
SM-3MGPY	SM-3MGPL	0.530482565408
SM-3MGPY	SM-3MGPN	0.519036363191
SM-3MGPY	SM-3MGPO	0.521563131974
SM-3MGPY	SM-3MGPP	0.531829285332
SM-3MGPY	SM-3MGPQ	0.536513483599
SM-3MGPY	SM-3MGPR	0.534230892026
SM-3MGPY	SM-3MGPS	0.538316114461
SM-3MGPY	SM-3MGPU	0.537227378639
SM-3MGPY	SM-3MGPW	0.543782735283
SM-3MGPY	SM-3MGPZ	0.541615357675
SM-3MGPZ	SM-3MG3L	0.553152929955
SM-3MGPZ	SM-3MG3M	0.551368487951
SM-3MGPZ	SM-3MG3N	0.556946922424
SM-3MGPZ	SM-3MG3O	0.556689664004
SM-3MGPZ	SM-3MG3P	0.547004199123
SM-3MGPZ	SM-3MG3R	0.554077171779
SM-3MGPZ	SM-3MG3U	0.546276972551
SM-3MGPZ	SM-3MG3V	0.55040093631
SM-3MGPZ	SM-3MG3Y	0.537444719141
SM-3MGPZ	SM-3MG3Z	0.549323500492
SM-3MGPZ	SM-3MG45	0.555586271953
SM-3MGPZ	SM-3MG46	0.556329780013
SM-3MGPZ	SM-3MG47	0.55213308362
SM-3MGPZ	SM-3MG48	0.555377447412
SM-3MGPZ	SM-3MG49	0.533510654237
SM-3MGPZ	SM-3MG4A	0.547576314276
SM-3MGPZ	SM-3MG4B	0.549254287863
SM-3MGPZ	SM-3MG4C	0.487173439036
SM-3MGPZ	SM-3MG4D	0.552959847338
SM-3MGPZ	SM-3MG4E	0.548189521824
SM-3MGPZ	SM-3MG4F	0.548488470067
SM-3MGPZ	SM-3MG4G	0.555395368387
SM-3MGPZ	SM-3MG4H	0.53377624322
SM-3MGPZ	SM-3MG4J	0.542321768823
SM-3MGPZ	SM-3MG4K	0.54807591891
SM-3MGPZ	SM-3MG4L	0.55225541469
SM-3MGPZ	SM-3MG4M	0.548245770767
SM-3MGPZ	SM-3MG4N	0.550926502819
SM-3MGPZ	SM-3MG4O	0.547723946565
SM-3MGPZ	SM-3MG4P	0.551020995018
SM-3MGPZ	SM-3MG4Q	0.547376080045
SM-3MGPZ	SM-3MG4R	0.560716658395
SM-3MGPZ	SM-3MG4S	0.555493748906
SM-3MGPZ	SM-3MG4T	0.557445927858
SM-3MGPZ	SM-3MG4U	0.554656914532
SM-3MGPZ	SM-3MG4V	0.54866627347
SM-3MGPZ	SM-3MG4W	0.54834984117
SM-3MGPZ	SM-3MG4X	0.553198236443
SM-3MGPZ	SM-3MG4Y	0.551899347376
SM-3MGPZ	SM-3MG51	0.55380766612
SM-3MGPZ	SM-3MG52	0.549407264861
SM-3MGPZ	SM-3MG53	0.556107769668
SM-3MGPZ	SM-3MG54	0.558595986464
SM-3MGPZ	SM-3MG55	0.552478822399
SM-3MGPZ	SM-3MG56	0.557072929899
SM-3MGPZ	SM-3MG57	0.559608948753
SM-3MGPZ	SM-3MG58	0.56103235011
SM-3MGPZ	SM-3MG59	0.556045053098
SM-3MGPZ	SM-3MG5A	0.560790986586
SM-3MGPZ	SM-3MG5B	0.558972438358
SM-3MGPZ	SM-3MG5C	0.554192099804
SM-3MGPZ	SM-3MG5D	0.560605262303
SM-3MGPZ	SM-3MG5E	0.542359404939
SM-3MGPZ	SM-3MG5F	0.555378202603
SM-3MGPZ	SM-3MG5G	0.559879890721
SM-3MGPZ	SM-3MG5H	0.557449522661
SM-3MGPZ	SM-3MG5J	0.556762723695
SM-3MGPZ	SM-3MG5L	0.558389871379
SM-3MGPZ	SM-3MG5M	0.550756712184
SM-3MGPZ	SM-3MG5N	0.556508483843
SM-3MGPZ	SM-3MG5O	0.554715926716
SM-3MGPZ	SM-3MG5P	0.554753212432
SM-3MGPZ	SM-3MG5Q	0.561024191531
SM-3MGPZ	SM-3MG5R	0.563195234208
SM-3MGPZ	SM-3MG5S	0.546852240147
SM-3MGPZ	SM-3MG5T	0.554628208442
SM-3MGPZ	SM-3MG5U	0.547580559882
SM-3MGPZ	SM-3MG5V	0.553509693262
SM-3MGPZ	SM-3MG5W	0.542301520766
SM-3MGPZ	SM-3MG5Y	0.560662411203
SM-3MGPZ	SM-3MG5Z	0.546172067216
SM-3MGPZ	SM-3MGPL	0.54651066603
SM-3MGPZ	SM-3MGPN	0.527344767198
SM-3MGPZ	SM-3MGPO	0.535447736296
SM-3MGPZ	SM-3MGPP	0.545873772154
SM-3MGPZ	SM-3MGPQ	0.553774599143
SM-3MGPZ	SM-3MGPR	0.549948411753
SM-3MGPZ	SM-3MGPS	0.555561256115
SM-3MGPZ	SM-3MGPU	0.552206112599
SM-3MGPZ	SM-3MGPW	0.590264701946
